LEAID	LEA_NAME	ST_NAME	LEA_CWIFTEST	LEA_CWIFTSE
4701020	Dickson County School District	Tennessee	0.815	0.038
4701050	Dyer County School District	Tennessee	0.848	0.047
4701080	Dyersburg City School District	Tennessee	0.848	0.047
4701110	Elizabethton City School District	Tennessee	0.765	0.035
4701140	Etowah City School District	Tennessee	0.745	0.045
4701170	Fayette County School District	Tennessee	0.873	0.04
4701200	Fayetteville City School District	Tennessee	0.933	0.055
4701230	Fentress County School District	Tennessee	0.791	0.037
4701260	Franklin Special School District	Tennessee	1.014	0.015
4701290	Franklin County School District	Tennessee	0.933	0.055
4701390	Bradford Special School District	Tennessee	0.769	0.031
4701400	Gibson County School District	Tennessee	0.769	0.031
4701410	Giles County School District	Tennessee	0.768	0.031
4701440	Grainger County School District	Tennessee	0.795	0.029
4701470	Greene County School District	Tennessee	0.792	0.045
4701500	Greeneville City School District	Tennessee	0.792	0.045
4701530	Grundy County School District	Tennessee	0.739	0.032
4701590	Hamilton County School District	Tennessee	0.861	0.012
4701620	Hancock County School District	Tennessee	0.705	0.034
4701650	Hardeman County School District	Tennessee	0.873	0.04
4701680	Hardin County School District	Tennessee	0.771	0.052
4701740	Hawkins County School District	Tennessee	0.705	0.034
4701770	Haywood County School District	Tennessee	0.845	0.052
4701800	Henderson County School District	Tennessee	0.771	0.052
4701830	Henry County School District	Tennessee	0.759	0.044
4701860	Hickman County School District	Tennessee	0.815	0.038
4701890	Hollow Rock-Bruceton Special School District	Tennessee	0.759	0.044
4701920	Houston County School District	Tennessee	0.759	0.044
4701950	Humboldt City School District	Tennessee	0.769	0.031
4701980	Humphreys County School District	Tennessee	0.759	0.035
4702010	Huntingdon Special School District	Tennessee	0.759	0.044
4702070	Jackson County School District	Tennessee	0.782	0.037
4702100	Jefferson County School District	Tennessee	0.795	0.029
4702130	Johnson City School District	Tennessee	0.786	0.018
4702160	Johnson County School District	Tennessee	0.765	0.035
4702190	Kingsport City School District	Tennessee	0.807	0.015
4702220	Knox County School District	Tennessee	0.881	0.01
4702280	Lake County School District	Tennessee	0.848	0.047
4702310	Lauderdale County School District	Tennessee	0.845	0.052
4702340	Lawrence County School District	Tennessee	0.759	0.035
4702370	Lebanon Special School District	Tennessee	0.841	0.036
4702400	Lenoir City School District	Tennessee	0.804	0.042
4702430	Lewis County School District	Tennessee	0.759	0.035
4702460	Lexington City School System	Tennessee	0.771	0.052
4702490	Lincoln County School District	Tennessee	0.933	0.055
4702520	Loudon County School District	Tennessee	0.804	0.042
4702550	Macon County School District	Tennessee	0.782	0.037
4702580	Jackson-Madison County School System	Tennessee	0.808	0.024
4702610	Manchester City School District	Tennessee	0.778	0.034
4702640	Marion County School District	Tennessee	0.739	0.032
4702670	Marshall County School District	Tennessee	0.768	0.031
4702700	Maryville City School District	Tennessee	0.787	0.019
4702760	Maury County School District	Tennessee	0.863	0.047
4702790	McKenzie Special School District	Tennessee	0.759	0.044
4702820	McMinn County School District	Tennessee	0.745	0.045
4702880	McNairy County School District	Tennessee	0.873	0.04
4702910	Meigs County School District	Tennessee	0.861	0.044
4702970	Milan Special School District	Tennessee	0.769	0.031
4703000	Monroe County School District	Tennessee	0.804	0.042
4703030	Clarksville-Montgomery County School System	Tennessee	0.771	0.021
4703060	Moore County School District	Tennessee	0.933	0.055
4703090	Morgan County School District	Tennessee	0.791	0.037
4703150	Murfreesboro City School District	Tennessee	0.846	0.02
4703180	Metropolitan Nashville Public School District	Tennessee	0.965	0.008
4703210	Newport City School District	Tennessee	0.795	0.029
4703240	Oak Ridge City School District	Tennessee	0.948	0.022
4703270	Obion County School District	Tennessee	0.848	0.047
4703300	Oneida Special School District	Tennessee	0.782	0.037
4703330	Overton County School District	Tennessee	0.782	0.037
4703360	Paris Special School District	Tennessee	0.759	0.044
4703390	Perry County School District	Tennessee	0.759	0.035
4703420	Pickett County School District	Tennessee	0.782	0.037
4703450	Polk County School District	Tennessee	0.745	0.045
4703480	Putnam County School District	Tennessee	0.789	0.034
4703510	Rhea County School District	Tennessee	0.861	0.044
4703540	Richard City Special School District	Tennessee	0.739	0.032
4703590	Roane County School District	Tennessee	0.861	0.044
4703600	Robertson County School District	Tennessee	0.815	0.038
4703660	Rogersville City Schools	Tennessee	0.705	0.034
4703690	Rutherford County School District	Tennessee	0.846	0.02
4703720	Scott County School District	Tennessee	0.782	0.037
4703750	Sequatchie County School District	Tennessee	0.739	0.032
4703780	Sevier County School District	Tennessee	0.866	0.034
4703870	Smith County School District	Tennessee	0.782	0.037
4703900	South Carroll Special School District	Tennessee	0.759	0.044
4703960	Stewart County School District	Tennessee	0.759	0.044
4703990	Sullivan County School District	Tennessee	0.813	0.016
4704020	Sumner County School District	Tennessee	0.912	0.027
4704050	Sweetwater City School District	Tennessee	0.804	0.042
4704080	Tipton County School District	Tennessee	0.845	0.052
4704100	Trenton Special School District	Tennessee	0.769	0.031
4704170	Trousdale County School District	Tennessee	0.782	0.037
4704200	Tullahoma City School District	Tennessee	0.788	0.032
4704230	Unicoi County School District	Tennessee	0.765	0.035
4704260	Union City School District	Tennessee	0.848	0.047
4704290	Union County School District	Tennessee	0.705	0.034
4704320	Van Buren County School District	Tennessee	0.739	0.032
4704350	Warren County School District	Tennessee	0.739	0.032
4704380	Washington County School District	Tennessee	0.786	0.018
4704440	Wayne County School District	Tennessee	0.759	0.035
4704470	Weakley County School District	Tennessee	0.769	0.031
4704490	West Carroll Special District	Tennessee	0.759	0.044
4704500	White County School District	Tennessee	0.739	0.032
4704530	Williamson County School District	Tennessee	1.014	0.015
4704550	Wilson County School District	Tennessee	0.841	0.036
4800001	Crosbyton Consolidated Independent School District	Texas	0.845	0.035
4800002	Spur Independent School District	Texas	0.832	0.036
4800003	Rocksprings Independent School District	Texas	0.805	0.06
4800005	Blackwell Consolidated Independent School District	Texas	0.863	0.034
4800006	Aspermont Independent School District	Texas	0.845	0.035
4800007	Panther Creek Consolidated Independent School District	Texas	0.745	0.065
4800008	Dripping Springs Independent School District	Texas	0.911	0.024
4800009	Wimberley Independent School District	Texas	0.91	0.024
4800010	Hays Consolidated Independent School District	Texas	0.91	0.024
4800011	Alvarado Independent School District	Texas	0.964	0.049
4800012	Chisum Independent School District	Texas	0.825	0.035
4807350	College Station Independent School District	Texas	0.871	0.015
4807380	Abbott Independent School District	Texas	0.829	0.042
4807410	Abernathy Independent School District	Texas	0.837	0.027
4807440	Abilene Independent School District	Texas	0.818	0.024
4807470	Academy Independent School District	Texas	0.869	0.021
4807500	Adrian Independent School District	Texas	0.793	0.052
4807530	Agua Dulce Independent School District	Texas	0.921	0.023
4807590	Alamo Heights Independent School District	Texas	0.921	0.008
4807650	Alba-Golden Independent School District	Texas	0.828	0.051
4807680	Albany Independent School District	Texas	0.746	0.065
4807710	Aldine Independent School District	Texas	1.034	0.006
4807780	Aledo Independent School District	Texas	0.935	0.037
4807800	Alice Independent School District	Texas	0.902	0.055
4807830	Alief Independent School District	Texas	1.034	0.006
4807890	Allen Independent School District	Texas	1.054	0.008
4807950	Alpine Independent School District	Texas	0.793	0.067
4807980	Alto Independent School District	Texas	0.759	0.059
4808090	Alvin Independent School District	Texas	0.976	0.025
4808100	Alvord Independent School District	Texas	0.923	0.056
4808130	Amarillo Independent School District	Texas	0.919	0.018
4808160	Amherst Independent School District	Texas	0.845	0.035
4808190	Anahuac Independent School District	Texas	0.964	0.051
4808230	Anderson-Shiro Consolidated Independent School District	Texas	0.77	0.036
4808280	Andrews Independent School District	Texas	0.793	0.067
4808310	Angleton Independent School District	Texas	0.976	0.025
4808340	Anna Independent School District	Texas	1.054	0.008
4808400	Anson Independent School District	Texas	0.745	0.065
4808430	Anthony Independent School District	Texas	0.805	0.013
4808460	Anton Independent School District	Texas	0.845	0.035
4808490	Apple Springs Independent School District	Texas	0.964	0.051
4808520	Aquilla Independent School District	Texas	0.829	0.042
4808550	Aransas County Independent School District	Texas	0.926	0.035
4808580	Aransas Pass Independent School District	Texas	0.926	0.035
4808610	Archer City Independent School District	Texas	0.888	0.04
4808670	Argyle Independent School District	Texas	0.989	0.013
4808700	Arlington Independent School District	Texas	0.989	0.008
4808730	Arp Independent School District	Texas	0.924	0.024
4808870	Athens Independent School District	Texas	0.761	0.057
4808880	Atlanta Independent School District	Texas	0.845	0.051
4808910	Aubrey Independent School District	Texas	0.989	0.013
4808940	Austin Independent School District	Texas	1.023	0.008
4809000	Austwell-Tivoli Independent School District	Texas	0.9	0.044
4809030	Avalon Independent School District	Texas	0.89	0.035
4809060	Avery Independent School District	Texas	0.828	0.051
4809090	Avinger Independent School District	Texas	0.845	0.051
4809150	Axtell Independent School District	Texas	0.88	0.016
4809200	Azle Independent School District	Texas	0.963	0.018
4809280	Baird Independent School District	Texas	0.745	0.065
4809300	Ballinger Independent School District	Texas	0.745	0.065
4809330	Balmorhea Independent School District	Texas	0.793	0.067
4809360	Bandera Independent School District	Texas	0.805	0.06
4809390	Bangs Independent School District	Texas	0.72	0.034
4809410	Banquete Independent School District	Texas	0.932	0.023
4809450	Barbers Hill Independent School District	Texas	0.964	0.051
4809540	Bartlett Independent School District	Texas	0.91	0.012
4809570	Bastrop Independent School District	Texas	0.815	0.043
4809630	Bay City Independent School District	Texas	0.926	0.035
4809670	Beaumont Independent School District	Texas	0.964	0.022
4809690	Beckville Independent School District	Texas	0.914	0.057
4809720	Beeville Independent School District	Texas	0.902	0.055
4809750	Bellevue Independent School District	Texas	0.772	0.022
4809780	Bells Independent School District	Texas	0.87	0.035
4809810	Bellville Independent School District	Texas	0.845	0.038
4809860	Belton Independent School District	Texas	0.869	0.021
4809870	Ben Bolt-Palito Blanco Independent School District	Texas	0.902	0.055
4809980	Benjamin Independent School District	Texas	0.832	0.036
4810140	Big Sandy Independent School District	Texas	0.747	0.048
4810170	Big Sandy Independent School District	Texas	0.87	0.041
4810200	Big Spring Independent School District	Texas	0.867	0.036
4810230	Birdville Independent School District	Texas	0.989	0.008
4810260	Bishop Consolidated Independent School District	Texas	0.932	0.023
4810320	Blanco Independent School District	Texas	0.844	0.041
4810350	Bland Independent School District	Texas	0.963	0.034
4810380	Blanket Independent School District	Texas	0.722	0.032
4810440	Bloomburg Independent School District	Texas	0.845	0.051
4810470	Blooming Grove Independent School District	Texas	0.829	0.042
4810500	Bloomington Independent School District	Texas	0.875	0.05
4810590	Blue Ridge Independent School District	Texas	1.047	0.008
4810620	Bluff Dale Independent School District	Texas	0.801	0.05
4810650	Blum Independent School District	Texas	0.829	0.042
4810710	Boerne Independent School District	Texas	0.913	0.023
4810740	Boles Independent School District	Texas	0.953	0.037
4810780	Boling Independent School District	Texas	0.919	0.049
4810800	Bonham Independent School District	Texas	0.825	0.035
4810830	Booker Independent School District	Texas	0.77	0.065
4810860	Borden County Independent School District	Texas	0.845	0.034
4810890	Borger Independent School District	Texas	0.77	0.065
4810910	Bosqueville Independent School District	Texas	0.883	0.017
4810950	Bovina Independent School District	Texas	0.869	0.041
4810990	Bowie Independent School District	Texas	0.921	0.055
4811010	Boyd Independent School District	Texas	0.923	0.056
4811040	Boys Ranch Independent School District	Texas	0.77	0.065
4811070	Brackett Independent School District	Texas	0.856	0.048
4811110	Brady Independent School District	Texas	0.72	0.034
4811190	Brazosport Independent School District	Texas	0.976	0.025
4811220	Breckenridge Independent School District	Texas	0.888	0.04
4811250	Bremond Independent School District	Texas	0.826	0.04
4811280	Brenham Independent School District	Texas	0.845	0.038
4811310	Bridge City Independent School District	Texas	0.87	0.041
4811340	Bridgeport Independent School District	Texas	0.923	0.056
4811400	Fort Elliott Consolidated Independent School District	Texas	0.834	0.034
4811430	Broaddus Independent School District	Texas	0.914	0.057
4811460	Brock Independent School District	Texas	0.932	0.039
4811490	Bronte Independent School District	Texas	0.857	0.035
4811520	Brookeland Independent School District	Texas	0.877	0.038
4811550	Brookesmith Independent School District	Texas	0.721	0.034
4811580	Brooks County Independent School District	Texas	0.891	0.055
4811610	Brownfield Independent School District	Texas	0.845	0.035
4811640	Brownsboro Independent School District	Texas	0.76	0.058
4811680	Brownsville Independent School District	Texas	0.863	0.025
4811700	Brownwood Independent School District	Texas	0.72	0.034
4811730	Bruceville-Eddy Independent School District	Texas	0.878	0.016
4811790	Bryan Independent School District	Texas	0.87	0.015
4811820	Bryson Independent School District	Texas	0.888	0.04
4811850	Buckholts Independent School District	Texas	0.826	0.04
4811910	Buena Vista Independent School District	Texas	0.793	0.067
4811990	Buffalo Independent School District	Texas	0.773	0.034
4812060	Bullard Independent School District	Texas	0.868	0.027
4812090	Buna Independent School District	Texas	0.87	0.041
4812120	Burkburnett Independent School District	Texas	0.772	0.022
4812150	Burkeville Independent School District	Texas	0.87	0.041
4812180	Burleson Independent School District	Texas	0.972	0.033
4812220	Burnet Consolidated Independent School District	Texas	0.831	0.049
4812240	Burton Independent School District	Texas	0.845	0.038
4812360	Bynum Independent School District	Texas	0.829	0.042
4812390	Caddo Mills Independent School District	Texas	0.953	0.037
4812420	Calallen Independent School District	Texas	0.932	0.023
4812460	Caldwell Independent School District	Texas	0.826	0.04
4812480	Calhoun County Independent School District	Texas	0.926	0.035
4812510	Callisburg Independent School District	Texas	0.923	0.056
4812540	Calvert Independent School District	Texas	0.826	0.04
4812640	Cameron Independent School District	Texas	0.826	0.04
4812660	Campbell Independent School District	Texas	0.953	0.037
4812700	Canadian Independent School District	Texas	0.826	0.033
4812750	Canton Independent School District	Texas	0.828	0.051
4812780	Canutillo Independent School District	Texas	0.805	0.013
4812810	Canyon Independent School District	Texas	0.939	0.034
4812870	Carlisle Independent School District	Texas	0.879	0.044
4812990	Carrizo Springs Consolidated Independent School District	Texas	0.891	0.055
4813020	Carroll Independent School District	Texas	0.989	0.008
4813050	Carrollton-Farmers Branch Independent School District	Texas	1.025	0.006
4813110	Carthage Independent School District	Texas	0.914	0.057
4813170	Castleberry Independent School District	Texas	0.989	0.008
4813200	Cayuga Independent School District	Texas	0.77	0.036
4813230	Cedar Hill Independent School District	Texas	1.042	0.006
4813260	Celeste Independent School District	Texas	0.953	0.037
4813290	Celina Independent School District	Texas	1.052	0.008
4813320	Center Independent School District	Texas	0.914	0.057
4813350	Center Point Independent School District	Texas	0.909	0.037
4813380	Centerville Independent School District	Texas	0.964	0.051
4813410	Centerville Independent School District	Texas	0.77	0.036
4813440	Central Heights Independent School District	Texas	0.909	0.056
4813500	Central Independent School District	Texas	0.847	0.04
4813530	Lumberton Independent School District	Texas	0.87	0.041
4813590	Channelview Independent School District	Texas	1.034	0.006
4813620	Channing Independent School District	Texas	0.77	0.065
4813650	Chapel Hill Independent School District	Texas	0.924	0.024
4813680	Chapel Hill Independent School District	Texas	0.845	0.051
4813710	Charlotte Independent School District	Texas	0.89	0.053
4813740	Cherokee Independent School District	Texas	0.831	0.049
4813770	Chester Independent School District	Texas	0.87	0.041
4813800	Chico Independent School District	Texas	0.923	0.056
4813860	Childress Independent School District	Texas	0.832	0.036
4813890	Chillicothe Independent School District	Texas	0.832	0.036
4813920	Chilton Independent School District	Texas	0.826	0.04
4813960	China Spring Independent School District	Texas	0.884	0.017
4813980	Chireno Independent School District	Texas	0.909	0.049
4814010	Christoval Independent School District	Texas	0.85	0.026
4814070	Cisco Independent School District	Texas	0.745	0.065
4814130	City View Independent School District	Texas	0.772	0.022
4814160	Clarendon Independent School District	Texas	0.869	0.041
4814190	Clarksville Independent School District	Texas	0.828	0.051
4814250	Claude Independent School District	Texas	0.869	0.041
4814280	Clear Creek Independent School District	Texas	1.006	0.013
4814310	Cleburne Independent School District	Texas	0.964	0.049
4814370	Cleveland Independent School District	Texas	0.964	0.051
4814400	Clifton Independent School District	Texas	0.912	0.034
4814430	Clint Independent School District	Texas	0.805	0.013
4814450	Clyde Consolidated Independent School District	Texas	0.748	0.063
4814490	Coahoma Independent School District	Texas	0.867	0.036
4814520	Coldspring-Oakhurst Consolidated Independent School District	Texas	0.964	0.051
4814550	Coleman Independent School District	Texas	0.745	0.065
4814580	Collinsville Independent School District	Texas	0.87	0.035
4814600	Colmesneil Independent School District	Texas	0.87	0.041
4814640	Colorado Independent School District	Texas	0.867	0.036
4814670	Columbia-Brazoria Independent School District	Texas	0.976	0.025
4814700	Columbus Independent School District	Texas	0.916	0.049
4814730	Comal Independent School District	Texas	0.898	0.02
4814760	Comanche Independent School District	Texas	0.745	0.065
4814790	Comfort Independent School District	Texas	0.909	0.037
4814820	Commerce Independent School District	Texas	0.953	0.037
4814850	Community Independent School District	Texas	1.054	0.008
4814880	Como-Pickton Consolidated Independent School District	Texas	0.825	0.034
4814920	Comstock Independent School District	Texas	0.856	0.048
4814970	Connally Independent School District	Texas	0.883	0.017
4815000	Conroe Independent School District	Texas	0.949	0.027
4815120	Coolidge Independent School District	Texas	0.826	0.04
4815150	Cooper Independent School District	Texas	0.827	0.034
4815180	Lubbock-Cooper Independent School District	Texas	0.85	0.018
4815210	Coppell Independent School District	Texas	1.042	0.006
4815240	Copperas Cove Independent School District	Texas	0.91	0.032
4815270	Corpus Christi Independent School District	Texas	0.932	0.023
4815300	Corrigan-Camden Independent School District	Texas	0.87	0.041
4815330	Corsicana Independent School District	Texas	0.829	0.042
4815360	Cotton Center Independent School District	Texas	0.832	0.036
4815400	Cotulla Independent School District	Texas	0.891	0.055
4815420	Coupland Independent School District	Texas	0.992	0.014
4815480	Covington Independent School District	Texas	0.829	0.042
4815510	Crandall Independent School District	Texas	0.825	0.068
4815540	Crane Independent School District	Texas	0.793	0.067
4815570	Cranfills Gap Independent School District	Texas	0.912	0.034
4815600	Crawford Independent School District	Texas	0.885	0.016
4815690	Crockett County Consolidated Common School District	Texas	0.805	0.06
4815720	Crockett Independent School District	Texas	0.964	0.051
4815750	Crosby Independent School District	Texas	1.034	0.006
4815810	Cross Plains Independent School District	Texas	0.744	0.063
4815840	Cross Roads Independent School District	Texas	0.759	0.059
4815870	Crowell Independent School District	Texas	0.832	0.034
4815910	Crowley Independent School District	Texas	0.989	0.008
4815930	Crystal City Independent School District	Texas	0.856	0.048
4815960	Cuero Independent School District	Texas	0.9	0.044
4815990	Culberson County-Allamoore Independent School District	Texas	0.805	0.013
4816020	Cumby Independent School District	Texas	0.837	0.032
4816080	Cushing Independent School District	Texas	0.909	0.055
4816110	Cypress-Fairbanks Independent School District	Texas	1.034	0.006
4816140	D'Hanis Independent School District	Texas	0.856	0.048
4816180	Daingerfield-Lone Star Independent School District	Texas	0.845	0.051
4816200	Dalhart Independent School District	Texas	0.77	0.065
4816230	Dallas Independent School District	Texas	1.042	0.006
4816260	Damon Independent School District	Texas	0.976	0.025
4816290	Danbury Independent School District	Texas	0.976	0.025
4816320	Darrouzett Independent School District	Texas	0.77	0.065
4816350	Dawson Independent School District	Texas	0.864	0.031
4816380	Dawson Independent School District	Texas	0.829	0.042
4816410	Dayton Independent School District	Texas	0.964	0.051
4816440	De Leon Independent School District	Texas	0.746	0.064
4816500	Decatur Independent School District	Texas	0.923	0.056
4816530	Deer Park Independent School District	Texas	1.034	0.006
4816570	De Kalb Independent School District	Texas	0.837	0.039
4816620	Del Valle Independent School District	Texas	1.023	0.008
4816650	Dell City Independent School District	Texas	0.805	0.013
4816710	Denison Independent School District	Texas	0.87	0.035
4816740	Denton Independent School District	Texas	0.989	0.013
4816770	Denver City Independent School District	Texas	0.845	0.035
4816860	DeSoto Independent School District	Texas	1.042	0.006
4816890	Detroit Independent School District	Texas	0.828	0.051
4816920	Devers Independent School District	Texas	0.964	0.051
4816950	Devine Independent School District	Texas	0.856	0.048
4816980	Dew Independent School District	Texas	0.829	0.042
4817010	Deweyville Independent School District	Texas	0.87	0.041
4817040	Diboll Independent School District	Texas	0.847	0.04
4817070	Dickinson Independent School District	Texas	0.972	0.028
4817100	Dilley Independent School District	Texas	0.857	0.047
4817130	Dime Box Independent School District	Texas	0.826	0.04
4817160	Dimmitt Independent School District	Texas	0.869	0.041
4817190	Divide Independent School District	Texas	0.909	0.037
4817280	Dodd City Independent School District	Texas	0.825	0.035
4817390	Donna Independent School District	Texas	0.797	0.018
4817400	Doss Consolidated Common School District	Texas	0.805	0.06
4817460	Douglass Independent School District	Texas	0.909	0.056
4817550	Driscoll Independent School District	Texas	0.932	0.023
4817580	Dublin Independent School District	Texas	0.797	0.051
4817610	Dumas Independent School District	Texas	0.77	0.065
4817640	Duncanville Independent School District	Texas	1.042	0.006
4817700	Eagle Mountain-Saginaw Independent School District	Texas	0.989	0.008
4817730	Eagle Pass Independent School District	Texas	0.891	0.055
4817760	Eanes Independent School District	Texas	1.023	0.008
4817790	Early Independent School District	Texas	0.72	0.034
4817830	East Bernard Independent School District	Texas	0.919	0.051
4817850	East Central Independent School District	Texas	0.921	0.008
4817880	East Chambers Independent School District	Texas	0.964	0.051
4817960	Eastland Independent School District	Texas	0.745	0.065
4818000	Ector County Independent School District	Texas	0.994	0.042
4818030	Ector Independent School District	Texas	0.825	0.035
4818060	Edcouch-Elsa Independent School District	Texas	0.797	0.018
4818070	Eden Consolidated Independent School District	Texas	0.745	0.065
4818120	Edgewood Independent School District	Texas	0.828	0.051
4818150	Edgewood Independent School District	Texas	0.921	0.008
4818180	Edinburg Consolidated Independent School District	Texas	0.797	0.018
4818210	Edna Independent School District	Texas	0.926	0.035
4818280	El Campo Independent School District	Texas	0.919	0.051
4818300	El Paso Independent School District	Texas	0.805	0.013
4818330	Electra Independent School District	Texas	0.772	0.022
4818360	Elgin Independent School District	Texas	0.859	0.034
4818390	Elkhart Independent School District	Texas	0.77	0.036
4818480	Elysian Fields Independent School District	Texas	0.804	0.042
4818540	Ennis Independent School District	Texas	0.89	0.035
4818600	Era Independent School District	Texas	0.923	0.056
4818660	Etoile Independent School District	Texas	0.909	0.056
4818690	Eula Independent School District	Texas	0.765	0.048
4818720	Eustace Independent School District	Texas	0.759	0.059
4818750	Evadale Independent School District	Texas	0.87	0.041
4818780	Evant Independent School District	Texas	0.912	0.034
4818810	Everman Independent School District	Texas	0.989	0.008
4818840	Excelsior Independent School District	Texas	0.914	0.057
4818890	Ezzell Independent School District	Texas	0.919	0.051
4818900	Fabens Independent School District	Texas	0.805	0.013
4818940	Fairfield Independent School District	Texas	0.829	0.042
4819020	Falls City Independent School District	Texas	0.9	0.044
4819050	Fannindel Independent School District	Texas	0.829	0.034
4819080	Farmersville Independent School District	Texas	1.054	0.008
4819110	Farwell Independent School District	Texas	0.868	0.039
4819140	Fayetteville Independent School District	Texas	0.919	0.051
4819170	Ferris Independent School District	Texas	0.894	0.034
4819280	Flatonia Independent School District	Texas	0.919	0.051
4819320	Florence Independent School District	Texas	0.969	0.012
4819350	Floresville Independent School District	Texas	0.9	0.044
4819380	Flour Bluff Independent School District	Texas	0.932	0.023
4819440	Floydada Independent School District	Texas	0.832	0.036
4819500	Follett Independent School District	Texas	0.77	0.065
4819530	Forestburg Independent School District	Texas	0.923	0.056
4819560	Forney Independent School District	Texas	0.825	0.068
4819620	Forsan Independent School District	Texas	0.867	0.036
4819650	Fort Bend Independent School District	Texas	0.979	0.022
4819700	Fort Worth Independent School District	Texas	0.989	0.008
4819740	Franklin Independent School District	Texas	0.826	0.04
4819770	Frankston Independent School District	Texas	0.766	0.032
4819820	Freer Independent School District	Texas	0.891	0.055
4819830	Frenship Independent School District	Texas	0.85	0.018
4819840	Fredericksburg Independent School District	Texas	0.805	0.06
4819950	Friendswood Independent School District	Texas	0.972	0.028
4819980	Friona Independent School District	Texas	0.869	0.041
4820010	Frisco Independent School District	Texas	1.03	0.007
4820040	Frost Independent School District	Texas	0.83	0.042
4820070	Fruitvale Independent School District	Texas	0.828	0.051
4820100	Fort Davis Independent School District	Texas	0.793	0.067
4820130	Fort Hancock Independent School District	Texas	0.805	0.013
4820160	Fort Sam Houston Independent School District	Texas	0.921	0.008
4820190	Fort Stockton Independent School District	Texas	0.793	0.067
4820220	Gainesville Independent School District	Texas	0.923	0.056
4820250	Galena Park Independent School District	Texas	1.034	0.006
4820280	Galveston Independent School District	Texas	0.972	0.028
4820310	Ganado Independent School District	Texas	0.926	0.035
4820340	Garland Independent School District	Texas	1.042	0.006
4820370	Garner Independent School District	Texas	0.932	0.039
4820400	Garrison Independent School District	Texas	0.909	0.05
4820460	Gary Independent School District	Texas	0.914	0.057
4820500	Gatesville Independent School District	Texas	0.912	0.034
4820520	Gause Independent School District	Texas	0.826	0.04
4820550	George West Independent School District	Texas	0.902	0.055
4820600	Georgetown Independent School District	Texas	0.991	0.015
4820610	Gholson Independent School District	Texas	0.883	0.017
4820640	Giddings Independent School District	Texas	0.827	0.039
4820700	Gilmer Independent School District	Texas	0.74	0.052
4820760	Gladewater Independent School District	Texas	0.84	0.023
4820790	Glasscock County Independent School District	Texas	0.867	0.036
4820850	Glen Rose Independent School District	Texas	0.911	0.033
4820960	Godley Independent School District	Texas	0.964	0.047
4820970	Gold-Burg Independent School District	Texas	0.921	0.056
4821000	Goldthwaite Consolidated Independent School District	Texas	0.746	0.065
4821030	Goliad Independent School District	Texas	0.9	0.044
4821060	Gonzales Independent School District	Texas	0.815	0.043
4821090	Goodrich Independent School District	Texas	0.87	0.041
4821150	Goose Creek Consolidated Independent School District	Texas	1.029	0.008
4821180	Gordon Independent School District	Texas	0.87	0.033
4821270	Gorman Independent School District	Texas	0.745	0.065
4821300	Grady Independent School District	Texas	0.867	0.036
4821330	Graford Independent School District	Texas	0.888	0.04
4821360	Graham Independent School District	Texas	0.888	0.04
4821390	Granbury Independent School District	Texas	0.889	0.039
4821420	Grand Prairie Independent School District	Texas	1.042	0.006
4821450	Grand Saline Independent School District	Texas	0.828	0.051
4821480	Grandfalls-Royalty Independent School District	Texas	0.793	0.067
4821540	Grandview Independent School District	Texas	0.961	0.048
4821560	Grandview-Hopkins Independent School District	Texas	0.869	0.041
4821590	Granger Independent School District	Texas	0.991	0.015
4821600	Grape Creek Independent School District	Texas	0.85	0.026
4821630	Grapeland Independent School District	Texas	0.964	0.051
4821660	Grapevine-Colleyville Independent School District	Texas	0.989	0.008
4821720	Greenville Independent School District	Texas	0.953	0.037
4821750	Greenwood Independent School District	Texas	0.974	0.029
4821780	Gregory-Portland Independent School District	Texas	0.926	0.035
4821810	Groesbeck Independent School District	Texas	0.826	0.04
4821840	Groom Independent School District	Texas	0.869	0.041
4821900	Groveton Independent School District	Texas	0.964	0.051
4821930	Gruver Independent School District	Texas	0.77	0.065
4821960	Gunter Independent School District	Texas	0.87	0.035
4821990	Gustine Independent School District	Texas	0.745	0.065
4822020	Guthrie Common School District	Texas	0.845	0.035
4822050	Hale Center Independent School District	Texas	0.832	0.036
4822120	Hallettsville Independent School District	Texas	0.919	0.051
4822140	Hallsburg Independent School District	Texas	0.883	0.017
4822170	Hallsville Independent School District	Texas	0.74	0.052
4822230	Hamilton Independent School District	Texas	0.906	0.032
4822260	Hamlin Independent School District	Texas	0.75	0.063
4822320	Hamshire-Fannett Independent School District	Texas	0.964	0.022
4822350	Happy Independent School District	Texas	0.886	0.031
4822380	Hardin Independent School District	Texas	0.964	0.051
4822410	Hardin-Jefferson Independent School District	Texas	0.915	0.026
4822470	Harlandale Independent School District	Texas	0.921	0.008
4822500	Harleton Independent School District	Texas	0.74	0.052
4822530	Harlingen Consolidated Independent School District	Texas	0.863	0.025
4822560	Harmony Independent School District	Texas	0.769	0.039
4822590	Harper Independent School District	Texas	0.821	0.05
4822620	Harrold Independent School District	Texas	0.832	0.036
4822650	Hart Independent School District	Texas	0.869	0.041
4822680	Hartley Independent School District	Texas	0.77	0.065
4822710	Harts Bluff Independent School District	Texas	0.845	0.051
4822740	Haskell Consolidated Independent School District	Texas	0.745	0.065
4822770	Hawkins Independent School District	Texas	0.828	0.051
4822800	Hawley Independent School District	Texas	0.745	0.065
4822830	Hearne Independent School District	Texas	0.826	0.04
4822850	Hedley Independent School District	Texas	0.867	0.038
