LEAID	LEA_NAME	ST_NAME	LEA_CWIFTEST	LEA_CWIFTSE
1906750	Centerville Community School District	Iowa	0.79	0.051
1906780	Central City Community School District	Iowa	0.887	0.015
1906810	Central DeWitt Community School District	Iowa	0.881	0.029
1906840	Central Community School District	Iowa	0.742	0.045
1906900	Central Decatur Community School District	Iowa	0.781	0.033
1906930	Central Lee Community School District	Iowa	0.766	0.038
1906960	Central Lyon Community School District	Iowa	0.842	0.052
1907050	Chariton Community School District	Iowa	0.813	0.04
1907080	Charles City Community School District	Iowa	0.816	0.037
1907110	Charter Oak-Ute Community School District	Iowa	0.833	0.028
1907170	Cherokee Community School District	Iowa	0.829	0.036
1907350	Clarinda Community School District	Iowa	0.837	0.029
1907380	Clarion-Goldfield-Dows Community School District	Iowa	0.852	0.031
1907410	Clarke Community School District	Iowa	0.781	0.033
1907440	Clarksville Community School District	Iowa	0.823	0.031
1907470	Clay Central-Everly Community School District	Iowa	0.85	0.04
1907590	Clear Creek-Amana Community School District	Iowa	0.87	0.013
1907620	Clear Lake Community School District	Iowa	0.883	0.039
1907710	Clinton Community School District	Iowa	0.881	0.029
1907860	College Community School District	Iowa	0.885	0.012
1907900	Collins-Maxwell Community School District	Iowa	0.91	0.015
1907920	Colo-Nesco Community School District	Iowa	0.907	0.017
1907980	Columbus Community School District	Iowa	0.802	0.027
1908070	Coon Rapids-Bayard Community School District	Iowa	0.849	0.03
1908130	Corning Community School District	Iowa	0.779	0.038
1908220	Council Bluffs Community School District	Iowa	0.855	0.028
1908310	Creston Community School District	Iowa	0.779	0.039
1908520	Dallas Center-Grimes Community School District	Iowa	0.938	0.009
1908550	Danville Community School District	Iowa	0.824	0.034
1908580	Davenport Community School District	Iowa	0.85	0.021
1908610	Davis County Community School District	Iowa	0.79	0.051
1908730	Decorah Community School District	Iowa	0.772	0.037
1908880	Delwood Community School District	Iowa	0.881	0.029
1908910	Denison Community School District	Iowa	0.86	0.045
1908940	Denver Community School District	Iowa	0.869	0.04
1908970	Des Moines Independent Community School District	Iowa	0.938	0.01
1909060	Diagonal Community School District	Iowa	0.781	0.033
1909120	Dike-New Hartford Community School District	Iowa	0.824	0.03
1909480	Dubuque Community School District	Iowa	0.853	0.016
1909540	Dunkerton Community School District	Iowa	0.861	0.017
1909570	Boyer Valley Community School District	Iowa	0.825	0.027
1909600	Durant Community School District	Iowa	0.837	0.019
1909990	Eagle Grove Community School District	Iowa	0.853	0.031
1910050	Earlham Community School District	Iowa	0.91	0.028
1910110	East Buchanan Community School District	Iowa	0.87	0.042
1910130	Easton Valley Community School District	Iowa	0.821	0.023
1910340	River Valley Community School District	Iowa	0.854	0.019
1910350	East Union Community School District	Iowa	0.786	0.037
1910410	Eastern Allamakee Community School District	Iowa	0.742	0.045
1910500	Edgewood-Colesburg Community School District	Iowa	0.778	0.025
1910690	Eldora-New Providence Community School District	Iowa	0.793	0.044
1910950	Emmetsburg Community School District	Iowa	0.78	0.036
1910980	English Valleys Community School District	Iowa	0.792	0.028
1911040	Essex Community School District	Iowa	0.842	0.031
1911070	Estherville Lincoln Central Community School District	Iowa	0.781	0.035
1911250	Exira-Elk Horn-Kimballton Community School District	Iowa	0.788	0.03
1911340	Fairfield Community School District	Iowa	0.593	0.065
1911790	Forest City Community School District	Iowa	0.793	0.032
1911820	Fort Dodge Community School District	Iowa	0.844	0.037
1911850	Fort Madison Community School District	Iowa	0.766	0.038
1912120	Fremont-Mills Community School District	Iowa	0.842	0.031
1912230	Galva-Holstein Community School District	Iowa	0.829	0.036
1912330	Garner-Hayfield-Ventura Community School District	Iowa	0.862	0.025
1912480	George-Little Rock Community School District	Iowa	0.841	0.051
1912510	Gilbert Community School District	Iowa	0.905	0.016
1912600	Gilmore City-Bradgate Community School District	Iowa	0.802	0.026
1912660	Gladbrook-Reinbeck Community School District	Iowa	0.826	0.03
1912690	Glenwood Community School District	Iowa	0.842	0.031
1912750	Glidden-Ralston Community School District	Iowa	0.894	0.039
1912810	Graettinger-Terril Community School District	Iowa	0.796	0.026
1913110	Nodaway Valley Community School District	Iowa	0.782	0.04
1913200	Grinnell-Newburg Community School District	Iowa	0.888	0.034
1913230	Griswold Community School District	Iowa	0.789	0.024
1913290	Grundy Center Community School District	Iowa	0.823	0.031
1913320	Guthrie Center Community School District	Iowa	0.782	0.04
1913350	Clayton Ridge Community School District	Iowa	0.742	0.045
1913380	H-L-V Community School District	Iowa	0.811	0.025
1913440	Hamburg Community School District	Iowa	0.842	0.031
1913470	Hampton-Dumont Community School District	Iowa	0.798	0.038
1913500	Harlan Community School District	Iowa	0.801	0.036
1913660	Hartley-Melvin-Sanborn Community School District	Iowa	0.842	0.052
1914010	Highland Community School District	Iowa	0.791	0.03
1914160	Hinton Community School District	Iowa	0.829	0.036
1914280	Howard-Winneshiek Community School District	Iowa	0.776	0.036
1914310	Hubbard-Radcliffe Community School District	Iowa	0.796	0.042
1914340	Hudson Community School District	Iowa	0.861	0.017
1914370	Humboldt Community School District	Iowa	0.853	0.032
1914580	Independence Community School District	Iowa	0.87	0.042
1914640	Indianola Community School District	Iowa	0.898	0.04
1914670	Interstate 35 Community School District	Iowa	0.892	0.038
1914700	Iowa City Community School District	Iowa	0.881	0.014
1914730	Iowa Falls Community School District	Iowa	0.793	0.044
1914850	Iowa Valley Community School District	Iowa	0.789	0.031
1914880	IKM-Manning Community School District	Iowa	0.861	0.021
1915180	Janesville Consolidated School District	Iowa	0.867	0.03
1915210	Greene County Community School District	Iowa	0.711	0.047
1915330	Jesup Community School District	Iowa	0.868	0.034
1915450	Johnston Community School District	Iowa	0.938	0.01
1915630	Keokuk Community School District	Iowa	0.766	0.038
1915660	Keota Community School District	Iowa	0.791	0.054
1915750	Kingsley-Pierson Community School District	Iowa	0.841	0.026
1915840	Knoxville Community School District	Iowa	0.912	0.029
1916110	Lake Mills Community School District	Iowa	0.776	0.04
1916140	Harris-Lake Park Community School District	Iowa	0.815	0.039
1916320	Lamoni Community School District	Iowa	0.781	0.033
1916420	Laurens-Marathon Community School District	Iowa	0.733	0.039
1916440	Lawton-Bronson Community School District	Iowa	0.872	0.022
1916530	Le Mars Community School District	Iowa	0.829	0.036
1916620	Lenox Community School District	Iowa	0.781	0.03
1916680	Lewis Central Community School District	Iowa	0.855	0.028
1917100	North Cedar Community School District	Iowa	0.812	0.026
1917220	Linn-Mar Community School District	Iowa	0.887	0.015
1917250	Lisbon Community School District	Iowa	0.868	0.013
1917460	Logan-Magnolia Community School District	Iowa	0.801	0.036
1917550	Lone Tree Community School District	Iowa	0.877	0.013
1917820	Louisa-Muscatine Community School District	Iowa	0.853	0.021
1917880	Lu Verne Community School District	Iowa	0.85	0.055
1918030	Lynnville-Sully Community School District	Iowa	0.887	0.033
1918120	MFL MarMac Community School District	Iowa	0.742	0.045
1918180	Madrid Community School District	Iowa	0.863	0.031
1918240	East Mills Community School District	Iowa	0.842	0.031
1918330	Manson Northwest Webster Community School District	Iowa	0.764	0.031
1918480	Maple Valley-Anthon Oto Community School District	Iowa	0.833	0.021
1918510	Maquoketa Community School District	Iowa	0.813	0.025
1918540	Maquoketa Valley Community School District	Iowa	0.812	0.026
1918630	Marcus-Meriden-Cleghorn Community School District	Iowa	0.829	0.036
1918690	Marion Independent School District	Iowa	0.887	0.015
1918720	Marshalltown Community School District	Iowa	0.93	0.04
1918750	Martensdale-St. Marys Community School District	Iowa	0.898	0.04
1918780	Mason City Community School District	Iowa	0.883	0.039
1918840	MOC-Floyd Valley Community School District	Iowa	0.804	0.038
1918930	Mediapolis Community School District	Iowa	0.826	0.036
1918960	Melcher-Dallas Community School District	Iowa	0.912	0.029
1919140	Mid-Prairie Community School District	Iowa	0.816	0.022
1919200	Midland Community School District	Iowa	0.831	0.02
1919440	Missouri Valley Community School District	Iowa	0.81	0.03
1919590	Montezuma Community School District	Iowa	0.888	0.034
1919650	Monticello Community School District	Iowa	0.813	0.025
1919710	Moravia Community School District	Iowa	0.796	0.041
1919740	Mormon Trail Community School District	Iowa	0.8	0.028
1919770	Morning Sun Community School District	Iowa	0.79	0.03
1919800	Moulton-Udell Community School District	Iowa	0.79	0.051
1919860	Mount Ayr Community School District	Iowa	0.781	0.033
1919890	Mount Pleasant Community School District	Iowa	0.788	0.05
1920040	Mount Vernon Community School District	Iowa	0.885	0.015
1920100	Murray Community School District	Iowa	0.781	0.033
1920130	Muscatine Community School District	Iowa	0.903	0.034
1920190	Nashua-Plainfield Community School District	Iowa	0.829	0.026
1920250	Nevada Community School District	Iowa	0.909	0.017
1920340	New Hampton Community School District	Iowa	0.815	0.036
1920460	New London Community School District	Iowa	0.791	0.048
1920580	Newell-Fonda Community School District	Iowa	0.786	0.027
1920610	Newton Community School District	Iowa	0.888	0.034
1920760	Central Springs Community School District	Iowa	0.816	0.024
1920820	North Linn Community School District	Iowa	0.878	0.012
1920830	North Kossuth Community School District	Iowa	0.849	0.075
1920850	North Mahaska Community School District	Iowa	0.795	0.07
1920910	North Polk Community School District	Iowa	0.938	0.01
1920940	North Scott Community School District	Iowa	0.85	0.021
1921000	North Tama County Community School District	Iowa	0.823	0.031
1921090	Northeast Community School District	Iowa	0.881	0.029
1921210	Northwood-Kensett Community School District	Iowa	0.776	0.04
1921240	Norwalk Community School District	Iowa	0.898	0.04
1921600	Odebolt Arthur Battle Creek Ida Grove Community School District	Iowa	0.837	0.029
1921630	Oelwein Community School District	Iowa	0.824	0.033
1921660	Ogden Community School District	Iowa	0.854	0.035
1921720	Olin Consolidated School District	Iowa	0.812	0.026
1921810	Orient-Macksburg Community School District	Iowa	0.811	0.027
1921840	Osage Community School District	Iowa	0.778	0.039
1921870	Oskaloosa Community School District	Iowa	0.792	0.072
1922110	Ottumwa Community School District	Iowa	0.868	0.041
1922380	Paton-Churdan Community School District	Iowa	0.71	0.047
1922440	Pekin Community School District	Iowa	0.76	0.047
1922470	Pella Community School District	Iowa	0.9	0.027
1922530	Perry Community School District	Iowa	0.934	0.022
1923110	Pleasant Valley Community School District	Iowa	0.85	0.021
1923160	Pleasantville Community School District	Iowa	0.911	0.026
1923190	Pocahontas Area Community School District	Iowa	0.71	0.047
1923340	Postville Community School District	Iowa	0.744	0.042
1924000	Red Oak Community School District	Iowa	0.779	0.039
1924120	Remsen-Union Community School District	Iowa	0.828	0.036
1924150	Riceville Community School District	Iowa	0.776	0.04
1924660	Rock Valley Community School District	Iowa	0.804	0.038
1924870	Roland-Story Community School District	Iowa	0.906	0.016
1924960	Rudd-Rockford-Marble Rock Community School District	Iowa	0.818	0.035
1925050	Ruthven-Ayrshire Community School District	Iowa	0.784	0.034
1925200	St. Ansgar Community School District	Iowa	0.776	0.04
1925320	Saydel Community School District	Iowa	0.938	0.01
1925380	Schaller-Crestland Community School District	Iowa	0.859	0.045
1925410	Schleswig Community School District	Iowa	0.858	0.042
1925590	Sergeant Bluff-Luton Community School District	Iowa	0.872	0.022
1925620	Seymour Community School District	Iowa	0.808	0.036
1925920	West Fork Community School District	Iowa	0.853	0.028
1925980	Sheldon Community School District	Iowa	0.839	0.048
1926070	Shenandoah Community School District	Iowa	0.842	0.031
1926250	Sidney Community School District	Iowa	0.842	0.031
1926280	Sigourney Community School District	Iowa	0.792	0.072
1926370	Sioux Center Community School District	Iowa	0.804	0.038
1926400	Sioux City Community School District	Iowa	0.871	0.022
1926580	Solon Community School District	Iowa	0.881	0.014
1926640	South Hamilton Community School District	Iowa	0.854	0.035
1926670	South Page Community School District	Iowa	0.842	0.031
1926730	South Tama County Community School District	Iowa	0.823	0.031
1926790	South Winneshiek Community School District	Iowa	0.772	0.037
1926820	Southeast Polk Community School District	Iowa	0.938	0.01
1926850	Southeast Warren Community School District	Iowa	0.894	0.038
1926910	Spencer Community School District	Iowa	0.851	0.042
1927000	Spirit Lake Community School District	Iowa	0.807	0.048
1927060	Springville Community School District	Iowa	0.887	0.015
1927240	Stanton Community School District	Iowa	0.779	0.039
1927270	Starmont Community School District	Iowa	0.785	0.024
1927390	Storm Lake Community School District	Iowa	0.837	0.035
1927480	Stratford Community School District	Iowa	0.853	0.03
1927500	West Central Valley Community School District	Iowa	0.843	0.026
1927600	Sumner-Fredericksburg Community School District	Iowa	0.845	0.026
1927870	Tipton Community School District	Iowa	0.812	0.026
1927960	Treynor Community School District	Iowa	0.855	0.028
1927990	Tri-Center Community School District	Iowa	0.839	0.022
1928020	Tri-County Community School District	Iowa	0.794	0.069
1928050	Tripoli Community School District	Iowa	0.87	0.046
1928110	Turkey Valley Community School District	Iowa	0.798	0.021
1928170	Twin Cedars Community School District	Iowa	0.897	0.026
1928200	Twin Rivers Community School District	Iowa	0.853	0.032
1928230	Underwood Community School District	Iowa	0.855	0.028
1928560	United Community School District	Iowa	0.862	0.03
1928680	Urbandale Community School District	Iowa	0.938	0.01
1928980	Van Buren County Community School District	Iowa	0.789	0.049
1929010	Van Meter Community School District	Iowa	0.932	0.02
1929280	Villisca Community School District	Iowa	0.782	0.035
1929310	Vinton-Shellsburg Community School District	Iowa	0.87	0.042
1929490	Waco Community School District	Iowa	0.789	0.032
1929580	East Sac County Community School District	Iowa	0.86	0.044
1929730	Wapello Community School District	Iowa	0.789	0.03
1929760	Wapsie Valley Community School District	Iowa	0.858	0.024
1930240	Washington Community School District	Iowa	0.787	0.031
1930480	Waterloo Community School District	Iowa	0.861	0.017
1930510	Waukee Community School District	Iowa	0.937	0.023
1930540	Waverly-Shell Rock Community School District	Iowa	0.863	0.038
1930560	Wayne Community School District	Iowa	0.812	0.039
1930630	Webster City Community School District	Iowa	0.854	0.033
1930720	West Bend-Mallard Community School District	Iowa	0.794	0.03
1930750	West Branch Community School District	Iowa	0.821	0.023
1930780	West Burlington Independent School District	Iowa	0.826	0.036
1930870	West Central Community School District	Iowa	0.808	0.042
1930900	West Delaware County Community School District	Iowa	0.812	0.026
1930930	West Des Moines Community School District	Iowa	0.938	0.01
1930960	West Harrison Community School District	Iowa	0.801	0.036
1930990	West Liberty Community School District	Iowa	0.9	0.032
1931020	West Lyon Community School District	Iowa	0.842	0.052
1931080	West Marshall Community School District	Iowa	0.93	0.04
1931110	West Monona Community School District	Iowa	0.801	0.036
1931290	West Sioux Community School District	Iowa	0.804	0.038
1931350	Western Dubuque Community School District	Iowa	0.847	0.014
1931470	Westwood Community School District	Iowa	0.868	0.021
1931620	Whiting Community School District	Iowa	0.801	0.036
1931680	Williamsburg Community School District	Iowa	0.79	0.03
1931800	Wilton Community School District	Iowa	0.887	0.028
1931830	Winfield-Mount Union Community School District	Iowa	0.79	0.041
1931860	Winterset Community School District	Iowa	0.898	0.04
1931920	Woodbine Community School District	Iowa	0.801	0.036
1931950	Woodbury Central Community School District	Iowa	0.872	0.022
1932010	Woodward-Granger Community School District	Iowa	0.919	0.015
1999017	PCM Community School District	Iowa	0.89	0.031
1999019	Southeast Webster-Grand Community School District	Iowa	0.846	0.029
2000001	Southeast of Saline Unified School District 306	Kansas	0.789	0.027
2000002	Smoky Valley Unified School District 400	Kansas	0.792	0.028
2000003	Wamego Unified School District 320	Kansas	0.8	0.035
2000004	Rock Creek Unified School District 323	Kansas	0.798	0.036
2000006	Hiawatha Unified School District 415	Kansas	0.819	0.024
2000007	Smith Center Unified School District 237	Kansas	0.746	0.036
2000012	Barnes Unified School District 223	Kansas	0.798	0.036
2000013	Triplains Unified School District 275	Kansas	0.844	0.045
2000014	Central Heights Unified School District 288	Kansas	0.789	0.043
2000015	Ottawa Unified School District 290	Kansas	0.789	0.043
2000016	Marysville Unified School District 364	Kansas	0.798	0.036
2000017	Scott County Unified School District 466	Kansas	0.755	0.04
2000020	Western Plains Unified School District 106	Kansas	0.755	0.04
2000023	Rawlins County Unified School District 105	Kansas	0.844	0.045
2000028	North Central-Washington Schools Unified School District 108	Kansas	0.798	0.036
2000029	Rock Hills Unified School District 107	Kansas	0.746	0.036
2000030	Republic County-Hillcrest Rural Schools Unified School District 109	Kansas	0.748	0.038
2000346	Thunder Ridge Unified School District 110	Kansas	0.746	0.036
2000348	Doniphan West Unified School District 111	Kansas	0.819	0.024
2000349	Central Plains Unified School District 112	Kansas	0.774	0.036
2000350	Prairie Hills Unified School District 113	Kansas	0.8	0.033
2000351	Riverside Unified School District 114	Kansas	0.819	0.024
2000353	Nemaha Unified School District 115	Kansas	0.798	0.036
2003180	Abilene Unified School District 435	Kansas	0.772	0.032
2003200	Auburn-Washburn Unified School District 437	Kansas	0.845	0.013
2003210	North Lyon County Unified School District 251	Kansas	0.798	0.041
2003240	Mill Creek Valley Unified School District 329	Kansas	0.843	0.036
2003270	Northern Valley Unified School District 212	Kansas	0.813	0.032
2003300	Labette County Unified School District 506	Kansas	0.811	0.027
2003360	Andover Unified School District 385	Kansas	0.787	0.021
2003390	Anthony-Harper Unified School District 361	Kansas	0.783	0.047
2003430	Argonia Public Schools Unified School District 359	Kansas	0.783	0.047
2003450	Arkansas City Unified School District 470	Kansas	0.676	0.041
2003480	Northeast Unified School District 246	Kansas	0.745	0.031
2003510	Ashland Unified School District 220	Kansas	0.819	0.047
2003540	Atchison Public Schools Unified School District 409	Kansas	0.819	0.024
2003570	Attica Unified School District 511	Kansas	0.783	0.047
2003630	Augusta Unified School District 402	Kansas	0.752	0.035
2003720	Baldwin City Unified School District 348	Kansas	0.826	0.03
2003780	Basehor-Linwood Unified School District 458	Kansas	0.886	0.03
2003810	Baxter Springs Unified School District 508	Kansas	0.811	0.027
2003870	Beloit Unified School District 273	Kansas	0.748	0.037
2003900	Belle Plaine Unified School District 357	Kansas	0.783	0.047
2003960	Twin Valley Unified School District 240	Kansas	0.751	0.036
2004020	Otis-Bison Unified School District 403	Kansas	0.793	0.038
2004050	Bonner Springs Unified School District 204	Kansas	0.885	0.015
2004080	Brewster Unified School District 314	Kansas	0.844	0.045
2004140	Bucklin Unified School District 459	Kansas	0.819	0.047
2004170	Altoona-Midway Unified School District 387	Kansas	0.77	0.041
2004200	Buhler Unified School District 313	Kansas	0.821	0.028
2004230	Central Unified School District 462	Kansas	0.686	0.038
2004260	Burlingame Public School Unified School District 454	Kansas	0.843	0.036
2004290	Burlington Unified School District 244	Kansas	0.843	0.036
2004350	Burrton Unified School District 369	Kansas	0.784	0.038
2004380	Caldwell Unified School District 360	Kansas	0.783	0.047
2004410	Caney Valley Unified School District 436	Kansas	0.739	0.043
2004440	Canton-Galva Unified School District 419	Kansas	0.792	0.032
2004470	Waconda Unified School District 272	Kansas	0.747	0.026
2004500	Cedar Vale Unified School District 285	Kansas	0.737	0.042
2004560	Vermillion Unified School District 380	Kansas	0.798	0.036
2004590	Chanute Public Schools Unified School District 413	Kansas	0.767	0.03
2004620	Chapman Unified School District 473	Kansas	0.77	0.03
2004650	Chase-Raymond Unified School District 401	Kansas	0.821	0.055
2004670	Cheney Unified School District 268	Kansas	0.833	0.011
2004710	Cherokee Unified School District 247	Kansas	0.765	0.024
2004740	Cherryvale Unified School District 447	Kansas	0.745	0.034
2004770	Chetopa-St. Paul Unified School District 505	Kansas	0.792	0.021
2004790	Cheylin Unified School District 103	Kansas	0.844	0.045
2004800	Cimarron-Ensign Unified School District 102	Kansas	0.825	0.047
2004830	North Jackson Unified School District 335	Kansas	0.818	0.023
2004890	Clay Center Unified School District 379	Kansas	0.772	0.031
2004920	Clearwater Unified School District 264	Kansas	0.837	0.01
2004950	Clifton-Clyde Unified School District 224	Kansas	0.765	0.027
2004980	Coffeyville Unified School District 445	Kansas	0.739	0.043
2005010	Colby Public Schools Unified School District 315	Kansas	0.844	0.045
2005040	Comanche County Unified School District 300	Kansas	0.843	0.064
2005070	Columbus Unified School District 493	Kansas	0.811	0.027
2005100	Concordia Unified School District 333	Kansas	0.748	0.039
2005130	Conway Springs Unified School District 356	Kansas	0.79	0.042
2005190	Copeland Unified School District 476	Kansas	0.825	0.052
2005250	Chase County Unified School District 284	Kansas	0.771	0.041
2005280	Morris County Unified School District 417	Kansas	0.779	0.035
2005310	Pike Valley Unified School District 426	Kansas	0.748	0.039
2005370	Cunningham Unified School District 332	Kansas	0.787	0.044
2005400	Deerfield Unified School District 216	Kansas	0.832	0.073
2005460	Derby Unified School District 260	Kansas	0.84	0.01
2005490	De Soto Unified School District 232	Kansas	0.933	0.008
2005520	Dexter Unified School District 471	Kansas	0.676	0.042
2005550	Dighton Unified School District 482	Kansas	0.755	0.04
2005580	Dodge City Unified School District 443	Kansas	0.819	0.047
2005610	Douglass Public Schools Unified School District 396	Kansas	0.75	0.035
2005640	Easton Unified School District 449	Kansas	0.886	0.03
2005700	Atchison County Community Schools Unified School District 377	Kansas	0.819	0.024
2005730	El Dorado Unified School District 490	Kansas	0.752	0.035
2005760	Elk Valley Unified School District 283	Kansas	0.758	0.03
2005790	Elkhart Unified School District 218	Kansas	0.832	0.073
2005800	Ell-Saline Unified School District 307	Kansas	0.79	0.026
2005820	Ellinwood Public Schools Unified School District 355	Kansas	0.708	0.032
2005850	Ellis Unified School District 388	Kansas	0.804	0.029
2005870	Ellsworth Unified School District 327	Kansas	0.821	0.055
2005940	Emporia Unified School District 253	Kansas	0.797	0.042
2006000	Erie Unified School District 101	Kansas	0.767	0.03
2006060	Wabaunsee East Unified School District 330	Kansas	0.843	0.023
2006090	Eudora Unified School District 491	Kansas	0.828	0.03
2006120	Eureka Unified School District 389	Kansas	0.77	0.041
2006180	Fort Scott Unified School District 234	Kansas	0.767	0.03
2006210	Fowler Unified School District 225	Kansas	0.825	0.048
2006240	Remington-Whitewater Unified School District 206	Kansas	0.765	0.027
2006270	Fredonia Unified School District 484	Kansas	0.77	0.041
2006300	Frontenac Public Schools Unified School District 249	Kansas	0.745	0.031
2006330	Fort Leavenworth Unified School District 207	Kansas	0.886	0.03
2006360	Galena Unified School District 499	Kansas	0.811	0.027
2006390	Garden City Unified School District 457	Kansas	0.832	0.048
2006420	Gardner Edgerton Unified School District 231	Kansas	0.931	0.008
2006450	Garnett Unified School District 365	Kansas	0.768	0.03
2006480	Girard Unified School District 248	Kansas	0.745	0.031
2006510	Southern Cloud Unified School District 334	Kansas	0.748	0.039
2006540	Goddard Unified School District 265	Kansas	0.84	0.01
2006570	Goessel Unified School District 411	Kansas	0.775	0.027
2006580	Goodland Unified School District 352	Kansas	0.844	0.045
2006630	Wheatland Unified School District 292	Kansas	0.755	0.04
2006660	Great Bend Unified School District 428	Kansas	0.707	0.032
2006690	Greeley County Schools Unified School District 200	Kansas	0.832	0.073
2006720	Greensburg Unified School District 422	Kansas	0.844	0.065
2006780	Grinnell Public Schools Unified School District 291	Kansas	0.759	0.038
2006840	Halstead Unified School District 440	Kansas	0.796	0.031
2006870	Hamilton Unified School District 390	Kansas	0.77	0.041
2006930	Southern Lyon County Unified School District 252	Kansas	0.798	0.041
2006960	Haven Public Schools Unified School District 312	Kansas	0.824	0.024
2006990	Haviland Unified School District 474	Kansas	0.844	0.065
2007020	Hays Unified School District 489	Kansas	0.806	0.03
2007050	Haysville Unified School District 261	Kansas	0.84	0.01
2007080	Healy Public Schools Unified School District 468	Kansas	0.755	0.04
2007110	Herington Unified School District 487	Kansas	0.772	0.03
2007170	Hesston Unified School District 460	Kansas	0.781	0.04
2007260	Hill City Unified School District 281	Kansas	0.755	0.04
2007290	Durham-Hillsboro-Lehigh Unified School District 410	Kansas	0.772	0.032
2007320	Hoisington Unified School District 431	Kansas	0.706	0.032
2007350	Holcomb Unified School District 363	Kansas	0.832	0.048
2007380	Holton Unified School District 336	Kansas	0.819	0.024
2007440	Rural Vista Unified School District 481	Kansas	0.771	0.024
2007470	South Brown County Unified School District 430	Kansas	0.819	0.024
2007500	West Elk Unified School District 282	Kansas	0.769	0.039
2007530	Hoxie Community Schools Unified School District 412	Kansas	0.759	0.038
2007560	Hugoton Public Schools Unified School District 210	Kansas	0.832	0.073
2007590	Humboldt Unified School District 258	Kansas	0.767	0.03
2007620	Hutchinson Public Schools Unified School District 308	Kansas	0.822	0.029
2007650	Independence Unified School District 446	Kansas	0.739	0.043
2007680	Ingalls Unified School District 477	Kansas	0.825	0.052
2007710	Inman Unified School District 448	Kansas	0.792	0.032
2007740	Iola Unified School District 257	Kansas	0.767	0.03
2007750	Jayhawk Unified School District 346	Kansas	0.767	0.03
2007800	Jetmore Unified School District 227	Kansas	0.825	0.052
2007860	Stanton County Unified School District 452	Kansas	0.832	0.073
2007890	Geary County Schools Unified School District 475	Kansas	0.753	0.041
2007950	Kansas City Unified School District 500	Kansas	0.885	0.016
2007970	Kaw Valley Unified School District 321	Kansas	0.814	0.023
2008040	Crest Unified School District 479	Kansas	0.767	0.03
2008070	Kingman-Norwich Unified School District 331	Kansas	0.784	0.047
2008100	Kinsley-Offerle Unified School District 347	Kansas	0.825	0.049
2008130	South Barber Unified School District 255	Kansas	0.783	0.047
2008190	Kismet-Plains Unified School District 483	Kansas	0.829	0.044
2008220	LaCrosse Unified School District 395	Kansas	0.825	0.052
2008250	Prairie View Unified School District 362	Kansas	0.772	0.027
2008280	Lakin Unified School District 215	Kansas	0.832	0.073
2008310	Fairfield Unified School District 310	Kansas	0.822	0.028
2008340	Lansing Unified School District 469	Kansas	0.886	0.03
2008370	Fort Larned Unified School District 495	Kansas	0.812	0.046
2008400	Lawrence Unified School District 497	Kansas	0.827	0.031
2008430	Leavenworth Unified School District 453	Kansas	0.886	0.03
2008550	Bluestem Unified School District 205	Kansas	0.752	0.035
2008610	Leoti Unified School District 467	Kansas	0.756	0.039
2008670	Leroy-Gridley Unified School District 245	Kansas	0.843	0.036
2008700	Lewis Unified School District 502	Kansas	0.825	0.052
2008730	Liberal Unified School District 480	Kansas	0.832	0.073
2008790	Lincoln Unified School District 298	Kansas	0.821	0.055
2008880	Little River Unified School District 444	Kansas	0.813	0.041
2008910	Logan Unified School District 326	Kansas	0.753	0.033
2008940	Centre Unified School District 397	Kansas	0.772	0.027
2008970	Louisburg Unified School District 416	Kansas	0.789	0.043
2009000	Lyndon Unified School District 421	Kansas	0.843	0.036
2009030	Lyons Unified School District 405	Kansas	0.821	0.055
2009060	Macksville Unified School District 351	Kansas	0.825	0.051
2009090	Madison-Virgil Unified School District 386	Kansas	0.771	0.039
2009140	Maize Unified School District 266	Kansas	0.84	0.01
2009180	Manhattan Unified School District 383	Kansas	0.809	0.03
2009240	Marion-Florence Unified School District 408	Kansas	0.772	0.032
2009320	Royal Valley Unified School District 337	Kansas	0.819	0.024
2009360	McLouth Unified School District 342	Kansas	0.833	0.021
2009390	McPherson Unified School District 418	Kansas	0.792	0.032
2009420	Meade Unified School District 226	Kansas	0.825	0.052
2009450	Barber County North Unified School District 254	Kansas	0.785	0.046
2009480	Marais des Cygnes Valley Unified School District 456	Kansas	0.842	0.036
2009510	Jefferson West Unified School District 340	Kansas	0.821	0.022
2009570	North Ottawa County Unified School District 239	Kansas	0.748	0.039
2009600	Minneola Unified School District 219	Kansas	0.819	0.047
2009630	Montezuma Unified School District 371	Kansas	0.825	0.052
2009660	Marmaton Valley Unified School District 256	Kansas	0.767	0.03
2009720	Moscow Public Schools Unified School District 209	Kansas	0.832	0.073
2009780	Moundridge Unified School District 423	Kansas	0.791	0.029
2009840	Mulvane Unified School District 263	Kansas	0.826	0.013
2009850	Paradise Unified School District 399	Kansas	0.74	0.03
2009900	Neodesha Unified School District 461	Kansas	0.769	0.039
2009930	Ness City Unified School District 303	Kansas	0.755	0.04
2009960	Newton Unified School District 373	Kansas	0.781	0.04
2009990	Nickerson Unified School District 309	Kansas	0.821	0.028
2010020	Norton Community Schools Unified School District 211	Kansas	0.842	0.044
2010050	Oakley Unified School District 274	Kansas	0.842	0.043
2010080	Oberlin Unified School District 294	Kansas	0.844	0.045
2010140	Olathe Unified School District 233	Kansas	0.933	0.008
2010170	Onaga-Havensville-Wheaton Unified School District 322	Kansas	0.799	0.035
